,ratingscore,reviewdescription,sentiment_score,sentiment_label,Date
139,1,Battery heats up after a short amount of time making it almost impossible to hold.Despite being fully charged shuts down with empty battery 🪫 display. Not sure it was worth the $100 bucks,-0.4506,Negative,2023-05-05
140,4,"I like the look.  I don't like that altho fully unlocked,  Verizon has several Verizon Apps and programs, taking up storage, that can not be deleted and/or uninstalled.",0.6124,Positive,2023-04-24
141,4,"I bought the phone in excellent condition. I am very disappointed my battery life is at 90% while all the reviews I saw came in at over this, and most at 100%. I will be testing the phone to see if it hold a decent charge over the next week and if I have any glitches. If I have any further issues I will most likely return. The phone is also a little dirty, nothing too major though.",-0.3182,Negative,2023-12-31
142,1,"Phone didn’t work at all , I guess it wasn’t unlocked",0.0,Neutral,2023-03-26
143,2,"the phone was great and all until it became locked on at&t somehow after a couple months of owning it, i had no service and had to buy a new one from apple (at a cheaper price may i say)",0.4404,Positive,2023-04-07
144,1,"The phone that I received could not be activated by Verizon because it had been reported stolen.  I found this out after downloading all of my other phone onto it. I then had to unload it to switch back to my old phone and go through the hassle of returning it and finding another phone.  Needless to say, I was sad.",-0.743,Negative,2023-02-14
145,5,very friendly and good,0.7688,Positive,2023-05-06
146,2,"Description says ""Compatible with Most GSM and CDMA Carriers like T-Mobile, AT&T, MetroPCS, etc. Will Also work with CDMA Carriers Such as Verizon, Sprint.""  I have a spectrum mobile which runs on Verizon network and the phone did not recognize the SIM card.  It asked me to insert a AT&T SIM card.  Wasted 3 days without a phone!",-0.2481,Negative,2023-06-01
147,5,The item is as described.,0.0,Neutral,2023-05-04
148,4,"I bought the ""good"" condition model as a non-cracked screen was very important to me but the body being scratched was not a big deal. The product information says the phone should have been well cleaned, the screen has no scratches, and the body shows light scratches barely visible from 12 inches away. The phone was dirty with visible grime that my cursory wipe with an electronics swab easily picked up, it was clearly not cleaned. The phone body was more than a little scratched. It looks like it got swiped hard on the right facing edge on concrete. You can see the exposed aluminum from far away as the color difference is noticeable from the blue color I got. This is not a big deal to me as it's going to be in a case that would hopefully cover that. The screen has clearly been replaced. The screen also has a pressure glare in the upper section that is visible with some backgrounds. The screen being replaced is annoying as the notification for an unknown part can't be dismissed, so you always have a red notification visible when you look at the settings icon. Overall I would not gift it to others but for the price in comparison to other places was still good. It was also missing the charging block that the info said it was supposed to include along with the cable. I knew that I might not get the best when I opted for a ""good"" phone over an ""excellent"" condition one. Maybe I should have just spend the extra $44 dollars and got the excellent condition one. For now I am content with my purchase as most of my complaints are ""cosmetic"" issues for me.",-0.7551,Negative,2023-04-17
149,4,The phone came in great conditions no scratches or anything.The battery life is 75% and the phone started over heating once started being used overall it is great.,0.7906,Positive,2023-09-22
150,5,"My son shattered his phone. This was a quick replacement. When I received the phone there was no visible signs of scratches on the screen. A little scuff mark on the bottom by the charging port, nothing real noticeable. Was able to put current SIM card, the new phone picked it up right away without issue. The battery did come with only 20%, but after a full charge it lasted all day with a teenager using it. The battery life is at 92% in settings. Overall very good phone for the price.",0.3898,Positive,2023-04-29
151,3,Got the package 2 hours earlier than it was supposed to be there which was awesome but the phone was supposed to be in excellent condition and it has wear all over the sides where a case was and a little burn in on the bottom screen. I'll know soon on the battery life just hoping it's some what decent for a 3 year old phone.,0.9062,Positive,2023-04-10
152,4,"the battery life is at about 94% which I'm very pleased with.  the screen has some very small scratches but i expected as much. This was a great price for a very good product.  The only thing i have an issue with is the ad says that a charger & cable come with the device, but only a cable came with it.  I sent a message to the business and just waiting to hear back from them.  I would definitely order this again.  I did a lot of research on the iPhone 12 is a GREAT device for the price I got.",0.9759,Positive,2023-12-25
153,1,I was working away on a cruise ship for 8 months and thought I would treat myself to a new phone. I understood it was locked to a cricket network so I bought the SIM card and tried to activate the network to be told the phone is a stolen phone! I arrived home and thought I would try and pay for it to be unlocked so I could use my United Kingdom SIM card to then be told the phone has been reported as stolen which now the phone is Black Listed so I can’t actually use the phone for anything! $900+ I paid for this phone from very hardworking money. Please contact me via email as I can not access text or calls due to my phone now allowing me!,0.2823,Positive,2023-09-23
154,5,Rolled the dice to get a deal on this renewed phone. Other then the fact that it came in a different box you would have thought this phone was brand new.  Battery health is 100% and I could not find any scratches on it.  Very satisfied and I got this phone in green.  Iphone 14 does not come in green.  10/10 would recommend.,0.6801,Positive,2023-08-25
155,1,Cheap phone gets hot so fast.  Terrible product!,-0.5676,Negative,2023-10-18
156,3,"Paid for a ""like new"" device, got a screen with bad burn in. I can clearly see words and an image of the on screen keyboard burned into the display. Do not recommend",-0.1053,Negative,2023-04-28
